start_id,end_id,start_date,end_date,subscription_type
48,48,8/30/2013 3:00,8/30/2013 8:03,Customer
48,48,8/30/2013 2:59,8/30/2013 8:03,Customer
59,41,8/30/2013 10:17,8/30/2013 15:20,Customer
59,41,8/30/2013 10:16,8/30/2013 15:20,Customer
40,49,8/30/2013 12:17,8/30/2013 18:06,Customer
40,49,8/30/2013 12:17,8/30/2013 18:06,Customer
60,60,8/30/2013 8:26,8/30/2013 14:53,Customer
60,60,8/30/2013 8:26,8/30/2013 14:53,Customer
49,64,8/30/2013 13:17,8/30/2013 19:46,Customer
49,64,8/30/2013 13:17,8/30/2013 19:46,Customer
42,64,8/30/2013 15:45,8/30/2013 22:20,Customer
49,62,8/30/2013 11:15,8/30/2013 18:18,Customer
51,54,8/30/2013 9:55,8/30/2013 17:27,Customer
63,63,8/30/2013 6:37,8/30/2013 15:49,Customer
8,8,8/30/2013 2:16,8/30/2013 11:50,Customer
40,40,8/30/2013 8:42,8/30/2013 18:47,Customer
48,60,8/30/2013 20:04,8/31/2013 15:43,Customer
44,53,8/30/2013 16:59,8/31/2013 12:42,Customer
66,43,8/30/2013 22:59,8/31/2013 20:38,Customer
40,56,8/30/2013 12:13,8/31/2013 11:20,Customer
42,42,8/30/2013 18:07,9/2/2013 13:10,Customer
49,49,8/31/2013 20:52,8/31/2013 20:53,Customer
29,29,8/31/2013 16:53,8/31/2013 16:54,Subscriber
49,49,8/31/2013 19:58,8/31/2013 19:59,Customer
40,40,8/31/2013 16:39,8/31/2013 16:40,Subscriber
49,49,8/31/2013 18:47,8/31/2013 18:48,Customer
39,41,8/31/2013 23:46,8/31/2013 23:48,Subscriber
47,47,8/31/2013 20:48,8/31/2013 20:50,Subscriber
35,35,8/31/2013 17:42,8/31/2013 17:43,Customer
40,40,8/31/2013 11:53,8/31/2013 11:55,Subscriber
50,50,8/31/2013 18:11,8/31/2013 18:13,Subscriber
55,56,8/31/2013 11:25,8/31/2013 11:27,Subscriber
10,11,8/31/2013 13:03,8/31/2013 13:05,Subscriber
49,49,8/31/2013 18:31,8/31/2013 18:33,Customer
9,11,8/31/2013 12:20,8/31/2013 12:23,Subscriber
15,19,8/31/2013 17:10,8/31/2013 17:13,Subscriber
11,10,8/31/2013 12:24,8/31/2013 12:27,Subscriber
38,40,8/31/2013 17:12,8/31/2013 17:15,Customer
10,12,8/31/2013 13:54,8/31/2013 13:57,Subscriber
58,50,8/31/2013 14:17,8/31/2013 14:20,Subscriber
61,42,8/31/2013 1:01,8/31/2013 1:04,Customer
61,42,8/31/2013 1:01,8/31/2013 1:04,Customer
56,47,8/31/2013 11:28,8/31/2013 11:32,Subscriber
42,61,8/31/2013 12:06,8/31/2013 12:10,Subscriber
61,56,8/31/2013 17:06,8/31/2013 17:10,Subscriber
19,15,8/31/2013 0:23,8/31/2013 0:27,Subscriber
54,58,8/31/2013 17:27,8/31/2013 17:31,Customer
50,59,8/31/2013 16:03,8/31/2013 16:06,Subscriber
47,47,8/31/2013 14:19,8/31/2013 14:23,Subscriber
42,65,8/31/2013 2:09,8/31/2013 2:13,Customer
6,6,8/31/2013 14:46,8/31/2013 14:51,Subscriber
65,61,8/31/2013 21:24,8/31/2013 21:29,Customer
51,66,8/31/2013 18:42,8/31/2013 18:47,Customer
50,59,8/31/2013 14:07,8/31/2013 14:11,Subscriber
44,52,8/31/2013 11:08,8/31/2013 11:12,Subscriber
63,39,8/31/2013 9:44,8/31/2013 9:48,Subscriber
60,42,8/31/2013 8:25,8/31/2013 8:30,Subscriber
43,41,8/31/2013 18:02,8/31/2013 18:07,Subscriber
54,58,8/31/2013 12:13,8/31/2013 12:18,Customer
50,59,8/31/2013 16:24,8/31/2013 16:29,Subscriber
16,15,8/31/2013 16:48,8/31/2013 16:53,Subscriber
15,16,8/31/2013 10:47,8/31/2013 10:52,Subscriber
57,42,8/31/2013 13:09,8/31/2013 13:14,Subscriber
37,51,8/31/2013 16:17,8/31/2013 16:22,Customer
23,23,8/31/2013 11:42,8/31/2013 11:47,Customer
55,61,8/31/2013 10:57,8/31/2013 11:02,Subscriber
10,14,8/31/2013 0:49,8/31/2013 0:54,Customer
64,63,8/31/2013 11:48,8/31/2013 11:53,Customer
63,43,8/31/2013 6:30,8/31/2013 6:35,Subscriber
35,41,8/31/2013 2:07,8/31/2013 2:12,Subscriber
55,48,8/31/2013 14:23,8/31/2013 14:28,Subscriber
62,37,8/31/2013 23:37,8/31/2013 23:43,Customer
66,53,8/31/2013 18:10,8/31/2013 18:15,Customer
50,52,8/31/2013 12:38,8/31/2013 12:43,Subscriber
62,45,8/31/2013 21:07,8/31/2013 21:13,Subscriber
22,24,8/31/2013 16:25,8/31/2013 16:31,Customer
33,49,8/31/2013 15:09,8/31/2013 15:15,Customer
32,30,8/31/2013 12:33,8/31/2013 12:39,Subscriber
40,39,8/31/2013 21:54,8/31/2013 22:00,Subscriber
40,35,8/31/2013 11:54,8/31/2013 12:00,Subscriber
50,51,8/31/2013 15:31,8/31/2013 15:36,Customer
35,40,8/31/2013 14:41,8/31/2013 14:47,Subscriber
5,1,8/31/2013 21:11,8/31/2013 21:17,Subscriber
40,45,8/31/2013 11:20,8/31/2013 11:26,Subscriber
50,41,8/31/2013 8:01,8/31/2013 8:07,Subscriber
50,51,8/31/2013 15:31,8/31/2013 15:37,Customer
49,33,8/31/2013 16:30,8/31/2013 16:36,Customer
6,10,8/31/2013 13:28,8/31/2013 13:34,Subscriber
34,64,8/31/2013 12:21,8/31/2013 12:27,Subscriber
48,55,8/31/2013 14:43,8/31/2013 14:49,Subscriber
37,63,8/31/2013 10:31,8/31/2013 10:38,Subscriber
27,23,8/31/2013 11:32,8/31/2013 11:38,Customer
51,37,8/31/2013 10:52,8/31/2013 10:59,Customer
1,5,8/31/2013 14:22,8/31/2013 14:28,Subscriber
65,66,8/31/2013 19:41,8/31/2013 19:47,Subscriber
24,22,8/31/2013 11:05,8/31/2013 11:11,Customer
44,46,8/31/2013 13:22,8/31/2013 13:28,Subscriber
60,42,8/31/2013 8:25,8/31/2013 8:32,Subscriber
44,46,8/31/2013 13:22,8/31/2013 13:28,Subscriber
41,50,8/31/2013 8:52,8/31/2013 8:59,Subscriber
58,46,8/31/2013 13:40,8/31/2013 13:47,Customer
50,54,8/31/2013 13:25,8/31/2013 13:33,Customer
49,38,8/31/2013 16:31,8/31/2013 16:38,Subscriber
55,47,8/31/2013 11:24,8/31/2013 11:32,Subscriber
18,15,8/31/2013 15:06,8/31/2013 15:13,Subscriber
43,59,8/31/2013 15:55,8/31/2013 16:02,Customer
43,59,8/31/2013 15:55,8/31/2013 16:02,Customer
49,34,8/31/2013 17:29,8/31/2013 17:37,Customer
46,54,8/31/2013 16:50,8/31/2013 16:58,Customer
62,66,8/31/2013 20:53,8/31/2013 21:01,Subscriber
52,42,8/31/2013 1:58,8/31/2013 2:06,Customer
60,52,8/31/2013 15:58,8/31/2013 16:06,Subscriber
43,40,8/31/2013 8:29,8/31/2013 8:37,Customer
37,62,8/31/2013 15:19,8/31/2013 15:27,Customer
56,65,8/31/2013 17:03,8/31/2013 17:10,Customer
60,36,8/31/2013 11:49,8/31/2013 11:57,Subscriber
55,42,8/31/2013 16:11,8/31/2013 16:19,Customer
49,40,8/31/2013 18:19,8/31/2013 18:27,Customer
60,52,8/31/2013 15:58,8/31/2013 16:06,Subscriber
62,66,8/31/2013 20:53,8/31/2013 21:01,Subscriber
64,63,8/31/2013 11:45,8/31/2013 11:53,Customer
60,36,8/31/2013 11:49,8/31/2013 11:57,Subscriber
65,40,8/31/2013 10:58,8/31/2013 11:07,Subscriber
57,59,8/31/2013 16:53,8/31/2013 17:01,Customer
6,1,8/31/2013 16:42,8/31/2013 16:50,Subscriber
50,43,8/31/2013 15:28,8/31/2013 15:36,Subscriber
40,39,8/31/2013 9:05,8/31/2013 9:13,Subscriber
55,42,8/31/2013 16:11,8/31/2013 16:19,Customer
61,66,8/31/2013 11:09,8/31/2013 11:17,Subscriber
50,43,8/31/2013 15:28,8/31/2013 15:36,Subscriber
50,66,8/31/2013 16:22,8/31/2013 16:30,Customer
52,37,8/31/2013 11:15,8/31/2013 11:24,Subscriber
57,59,8/31/2013 16:53,8/31/2013 17:01,Customer
63,64,8/31/2013 15:07,8/31/2013 15:16,Customer
50,66,8/31/2013 16:22,8/31/2013 16:30,Customer
49,34,8/31/2013 17:28,8/31/2013 17:37,Customer
61,60,8/31/2013 8:38,8/31/2013 8:47,Subscriber
56,59,8/31/2013 11:55,8/31/2013 12:04,Subscriber
55,65,8/31/2013 11:36,8/31/2013 11:45,Subscriber
51,63,8/31/2013 9:28,8/31/2013 9:37,Customer
62,37,8/31/2013 17:57,8/31/2013 18:05,Customer
51,63,8/31/2013 9:28,8/31/2013 9:37,Customer
49,40,8/31/2013 11:35,8/31/2013 11:44,Customer
39,58,8/31/2013 13:10,8/31/2013 13:19,Subscriber
59,39,8/31/2013 13:40,8/31/2013 13:49,Subscriber
57,39,8/31/2013 21:03,8/31/2013 21:12,Customer
61,54,8/31/2013 13:31,8/31/2013 13:40,Subscriber
40,43,8/31/2013 9:14,8/31/2013 9:23,Customer
39,35,8/31/2013 10:47,8/31/2013 10:56,Customer
41,62,8/31/2013 18:19,8/31/2013 18:29,Subscriber
57,39,8/31/2013 21:03,8/31/2013 21:12,Customer
42,55,8/31/2013 13:42,8/31/2013 13:51,Subscriber
57,53,8/31/2013 14:59,8/31/2013 15:08,Customer
49,34,8/31/2013 17:28,8/31/2013 17:37,Customer
50,40,8/31/2013 11:17,8/31/2013 11:27,Subscriber
52,63,8/31/2013 12:01,8/31/2013 12:10,Customer
62,62,8/31/2013 13:46,8/31/2013 13:55,Customer
52,46,8/31/2013 22:17,8/31/2013 22:27,Customer
38,44,8/31/2013 13:12,8/31/2013 13:21,Subscriber
43,59,8/31/2013 15:53,8/31/2013 16:02,Customer
56,54,8/31/2013 11:33,8/31/2013 11:42,Customer
62,66,8/31/2013 15:24,8/31/2013 15:34,Customer
28,28,8/31/2013 12:43,8/31/2013 12:53,Subscriber
38,44,8/31/2013 13:12,8/31/2013 13:21,Subscriber
62,42,8/31/2013 15:56,8/31/2013 16:06,Subscriber
1,6,8/31/2013 20:03,8/31/2013 20:13,Subscriber
50,50,8/31/2013 10:31,8/31/2013 10:41,Customer
63,36,8/31/2013 18:05,8/31/2013 18:15,Customer
52,63,8/31/2013 12:00,8/31/2013 12:10,Customer
6,1,8/31/2013 11:40,8/31/2013 11:50,Customer
65,61,8/31/2013 12:58,8/31/2013 13:08,Subscriber
40,43,8/31/2013 14:40,8/31/2013 14:50,Customer
1,6,8/31/2013 17:51,8/31/2013 18:01,Customer
1,6,8/31/2013 17:51,8/31/2013 18:01,Customer
65,40,8/31/2013 16:15,8/31/2013 16:25,Customer
35,43,8/31/2013 12:43,8/31/2013 12:53,Customer
43,40,8/31/2013 16:51,8/31/2013 17:02,Subscriber
31,29,8/31/2013 14:34,8/31/2013 14:44,Customer
40,57,8/31/2013 16:14,8/31/2013 16:24,Customer
60,63,8/31/2013 17:16,8/31/2013 17:26,Subscriber
1,9,8/31/2013 20:09,8/31/2013 20:19,Subscriber
66,61,8/31/2013 11:46,8/31/2013 11:57,Subscriber
40,57,8/31/2013 16:14,8/31/2013 16:24,Customer
1,9,8/31/2013 20:09,8/31/2013 20:19,Subscriber
64,58,8/31/2013 12:23,8/31/2013 12:33,Customer
31,29,8/31/2013 14:33,8/31/2013 14:44,Customer
54,57,8/31/2013 15:26,8/31/2013 15:37,Subscriber
62,40,8/31/2013 10:04,8/31/2013 10:15,Customer
40,49,8/31/2013 11:08,8/31/2013 11:19,Customer
54,57,8/31/2013 15:26,8/31/2013 15:37,Subscriber
21,27,8/31/2013 16:14,8/31/2013 16:25,Subscriber
40,50,8/31/2013 21:48,8/31/2013 21:59,Customer
40,43,8/31/2013 14:39,8/31/2013 14:50,Customer
40,49,8/31/2013 11:08,8/31/2013 11:19,Customer
59,34,8/31/2013 12:38,8/31/2013 12:49,Subscriber
64,46,8/31/2013 18:11,8/31/2013 18:22,Customer
9,1,8/31/2013 10:03,8/31/2013 10:14,Subscriber
49,52,8/31/2013 20:02,8/31/2013 20:13,Customer
27,22,8/31/2013 18:05,8/31/2013 18:16,Customer
9,1,8/31/2013 10:03,8/31/2013 10:14,Subscriber
51,61,8/31/2013 14:30,8/31/2013 14:42,Customer
40,43,8/31/2013 14:39,8/31/2013 14:50,Customer
40,50,8/31/2013 21:48,8/31/2013 21:59,Customer
52,59,8/31/2013 11:52,8/31/2013 12:03,Customer
62,65,8/31/2013 12:29,8/31/2013 12:40,Customer
63,65,8/31/2013 12:33,8/31/2013 12:44,Subscriber
51,51,8/31/2013 13:04,8/31/2013 13:15,Customer
24,22,8/31/2013 14:27,8/31/2013 14:38,Subscriber
50,40,8/31/2013 18:11,8/31/2013 18:23,Subscriber
62,40,8/31/2013 10:04,8/31/2013 10:15,Customer
31,30,8/31/2013 14:12,8/31/2013 14:24,Subscriber
60,49,8/31/2013 10:04,8/31/2013 10:15,Customer
1,10,8/31/2013 16:06,8/31/2013 16:18,Subscriber
34,37,8/31/2013 14:51,8/31/2013 15:02,Customer
64,57,8/31/2013 12:34,8/31/2013 12:45,Subscriber
57,54,8/31/2013 16:23,8/31/2013 16:34,Subscriber
60,40,8/31/2013 9:51,8/31/2013 10:03,Customer
57,54,8/31/2013 16:22,8/31/2013 16:34,Subscriber
64,46,8/31/2013 18:11,8/31/2013 18:22,Customer
49,39,8/31/2013 18:12,8/31/2013 18:24,Subscriber
61,63,8/31/2013 11:28,8/31/2013 11:40,Customer
61,63,8/31/2013 11:28,8/31/2013 11:40,Customer
55,65,8/31/2013 11:14,8/31/2013 11:26,Customer
62,65,8/31/2013 12:28,8/31/2013 12:40,Customer
43,64,8/31/2013 11:09,8/31/2013 11:21,Customer
43,64,8/31/2013 11:09,8/31/2013 11:21,Customer
57,40,8/31/2013 13:47,8/31/2013 13:59,Customer
50,40,8/31/2013 17:00,8/31/2013 17:12,Customer
60,62,8/31/2013 11:31,8/31/2013 11:43,Customer
61,40,8/31/2013 12:18,8/31/2013 12:30,Subscriber
49,39,8/31/2013 18:12,8/31/2013 18:24,Customer
60,56,8/31/2013 10:03,8/31/2013 10:15,Customer
22,27,8/31/2013 10:28,8/31/2013 10:41,Customer
40,65,8/31/2013 14:00,8/31/2013 14:12,Subscriber
34,53,8/31/2013 12:37,8/31/2013 12:49,Customer
56,57,8/31/2013 19:18,8/31/2013 19:31,Customer
57,42,8/31/2013 18:07,8/31/2013 18:20,Subscriber
39,46,8/31/2013 16:06,8/31/2013 16:18,Customer
56,57,8/31/2013 19:18,8/31/2013 19:31,Customer
62,42,8/31/2013 10:01,8/31/2013 10:13,Customer
60,62,8/31/2013 11:31,8/31/2013 11:43,Customer
62,65,8/31/2013 19:07,8/31/2013 19:19,Customer
49,45,8/31/2013 14:37,8/31/2013 14:49,Customer
60,40,8/31/2013 9:51,8/31/2013 10:03,Customer
65,40,8/31/2013 16:13,8/31/2013 16:26,Customer
43,57,8/31/2013 10:33,8/31/2013 10:46,Customer
22,27,8/31/2013 10:27,8/31/2013 10:40,Subscriber
49,45,8/31/2013 14:36,8/31/2013 14:49,Customer
62,42,8/31/2013 10:01,8/31/2013 10:14,Customer
43,57,8/31/2013 10:33,8/31/2013 10:46,Customer
47,47,8/31/2013 18:39,8/31/2013 18:53,Customer
60,49,8/31/2013 10:02,8/31/2013 10:15,Subscriber
46,55,8/31/2013 13:29,8/31/2013 13:42,Subscriber
65,62,8/31/2013 19:31,8/31/2013 19:44,Subscriber
61,47,8/31/2013 13:11,8/31/2013 13:24,Subscriber
55,58,8/31/2013 10:52,8/31/2013 11:05,Customer
58,40,8/31/2013 11:01,8/31/2013 11:15,Customer
37,55,8/31/2013 18:50,8/31/2013 19:03,Customer
27,21,8/31/2013 9:24,8/31/2013 9:37,Subscriber
65,62,8/31/2013 19:31,8/31/2013 19:44,Subscriber
55,66,8/31/2013 10:11,8/31/2013 10:24,Customer
46,55,8/31/2013 13:29,8/31/2013 13:42,Subscriber
61,54,8/31/2013 11:53,8/31/2013 12:07,Customer
40,49,8/31/2013 13:51,8/31/2013 14:05,Customer
62,59,8/31/2013 10:28,8/31/2013 10:42,Subscriber
66,55,8/31/2013 18:22,8/31/2013 18:36,Customer
47,59,8/31/2013 16:33,8/31/2013 16:47,Customer
42,62,8/31/2013 17:41,8/31/2013 17:55,Customer
47,60,8/31/2013 11:33,8/31/2013 11:47,Subscriber
47,60,8/31/2013 11:33,8/31/2013 11:47,Subscriber
54,45,8/31/2013 8:27,8/31/2013 8:41,Subscriber
29,32,8/31/2013 15:26,8/31/2013 15:40,Customer
48,48,8/31/2013 10:55,8/31/2013 11:09,Customer
49,60,8/31/2013 8:59,8/31/2013 9:13,Customer
55,40,8/31/2013 11:09,8/31/2013 11:23,Subscriber
49,52,8/31/2013 19:59,8/31/2013 20:13,Customer
65,63,8/31/2013 12:18,8/31/2013 12:32,Subscriber
27,21,8/31/2013 15:43,8/31/2013 15:57,Subscriber
63,62,8/31/2013 11:31,8/31/2013 11:46,Customer
55,64,8/31/2013 12:19,8/31/2013 12:34,Customer
60,53,8/31/2013 13:46,8/31/2013 14:01,Customer
43,49,8/31/2013 16:53,8/31/2013 17:08,Subscriber
36,62,8/31/2013 11:58,8/31/2013 12:13,Subscriber
36,62,8/31/2013 11:58,8/31/2013 12:13,Subscriber
27,21,8/31/2013 9:23,8/31/2013 9:38,Customer
59,63,8/31/2013 10:35,8/31/2013 10:50,Customer
63,62,8/31/2013 11:31,8/31/2013 11:46,Customer
65,43,8/31/2013 16:30,8/31/2013 16:46,Subscriber
49,60,8/31/2013 8:58,8/31/2013 9:13,Subscriber
62,38,8/31/2013 12:54,8/31/2013 13:09,Subscriber
6,1,8/31/2013 11:34,8/31/2013 11:50,Customer
65,38,8/31/2013 12:47,8/31/2013 13:02,Customer
45,58,8/31/2013 23:17,8/31/2013 23:32,Customer
29,30,8/31/2013 15:40,8/31/2013 15:55,Customer
57,40,8/31/2013 13:17,8/31/2013 13:32,Customer
40,58,8/31/2013 21:53,8/31/2013 22:09,Customer
62,40,8/31/2013 13:05,8/31/2013 13:20,Customer
62,38,8/31/2013 12:54,8/31/2013 13:09,Subscriber
52,65,8/31/2013 1:58,8/31/2013 2:13,Customer
59,42,8/31/2013 14:35,8/31/2013 14:51,Customer
47,47,8/31/2013 18:37,8/31/2013 18:52,Subscriber
40,58,8/31/2013 21:53,8/31/2013 22:09,Customer
61,65,8/31/2013 12:01,8/31/2013 12:17,Subscriber
40,65,8/31/2013 11:28,8/31/2013 11:44,Customer
38,49,8/31/2013 13:08,8/31/2013 13:24,Customer
35,60,8/31/2013 10:20,8/31/2013 10:36,Customer
45,54,8/31/2013 11:27,8/31/2013 11:43,Subscriber
30,28,8/31/2013 12:30,8/31/2013 12:47,Subscriber
59,42,8/31/2013 14:34,8/31/2013 14:51,Customer
56,56,8/31/2013 20:26,8/31/2013 20:43,Customer
14,5,8/31/2013 17:38,8/31/2013 17:54,Customer
50,60,8/31/2013 10:50,8/31/2013 11:06,Customer
35,60,8/31/2013 10:20,8/31/2013 10:36,Customer
65,50,8/31/2013 14:25,8/31/2013 14:41,Customer
48,63,8/31/2013 9:06,8/31/2013 9:22,Customer
58,56,8/31/2013 14:49,8/31/2013 15:05,Customer
57,40,8/31/2013 13:16,8/31/2013 13:33,Customer
48,56,8/31/2013 18:40,8/31/2013 18:56,Subscriber
33,43,8/31/2013 16:59,8/31/2013 17:16,Customer
56,62,8/31/2013 19:26,8/31/2013 19:43,Subscriber
29,30,8/31/2013 15:39,8/31/2013 15:56,Customer
43,43,8/31/2013 12:12,8/31/2013 12:29,Subscriber
42,53,8/31/2013 9:25,8/31/2013 9:42,Customer
52,60,8/31/2013 10:11,8/31/2013 10:28,Customer
45,59,8/31/2013 18:22,8/31/2013 18:39,Customer
35,55,8/31/2013 0:39,8/31/2013 0:56,Subscriber
55,63,8/31/2013 14:20,8/31/2013 14:37,Customer
59,38,8/31/2013 15:48,8/31/2013 16:04,Subscriber
34,58,8/31/2013 7:47,8/31/2013 8:04,Subscriber
65,50,8/31/2013 14:24,8/31/2013 14:41,Customer
32,23,8/31/2013 15:42,8/31/2013 15:59,Customer
35,42,8/31/2013 17:47,8/31/2013 18:04,Customer
54,40,8/31/2013 10:23,8/31/2013 10:40,Subscriber
62,40,8/31/2013 13:03,8/31/2013 13:21,Customer
40,49,8/31/2013 18:59,8/31/2013 19:16,Customer
40,50,8/31/2013 14:27,8/31/2013 14:45,Customer
48,63,8/31/2013 9:05,8/31/2013 9:22,Customer
54,40,8/31/2013 10:22,8/31/2013 10:40,Subscriber
61,47,8/31/2013 13:11,8/31/2013 13:29,Subscriber
66,49,8/31/2013 13:36,8/31/2013 13:53,Customer
42,53,8/31/2013 9:25,8/31/2013 9:42,Customer
54,39,8/31/2013 15:07,8/31/2013 15:25,Customer
40,50,8/31/2013 14:27,8/31/2013 14:45,Customer
49,50,8/31/2013 13:53,8/31/2013 14:10,Customer
22,27,8/31/2013 11:13,8/31/2013 11:30,Customer
34,60,8/31/2013 17:55,8/31/2013 18:13,Customer
47,47,8/31/2013 14:53,8/31/2013 15:11,Customer
55,64,8/31/2013 12:16,8/31/2013 12:34,Customer
35,42,8/31/2013 17:46,8/31/2013 18:03,Customer
46,52,8/31/2013 22:05,8/31/2013 22:22,Customer
55,63,8/31/2013 14:19,8/31/2013 14:37,Customer
34,60,8/31/2013 17:55,8/31/2013 18:13,Customer
49,66,8/31/2013 18:27,8/31/2013 18:45,Customer
52,60,8/31/2013 10:11,8/31/2013 10:29,Customer
48,63,8/31/2013 9:04,8/31/2013 9:23,Customer
45,50,8/31/2013 14:12,8/31/2013 14:30,Subscriber
23,32,8/31/2013 11:49,8/31/2013 12:07,Customer
47,47,8/31/2013 14:53,8/31/2013 15:11,Customer
35,42,8/31/2013 17:41,8/31/2013 17:59,Customer
49,64,8/31/2013 16:40,8/31/2013 16:58,Customer
55,64,8/31/2013 12:15,8/31/2013 12:34,Customer
56,50,8/31/2013 15:11,8/31/2013 15:30,Customer
40,50,8/31/2013 12:32,8/31/2013 12:50,Customer
34,47,8/31/2013 18:41,8/31/2013 19:00,Customer
58,56,8/31/2013 14:47,8/31/2013 15:05,Customer
38,55,8/31/2013 22:01,8/31/2013 22:20,Subscriber
30,29,8/31/2013 12:20,8/31/2013 12:39,Customer
49,64,8/31/2013 16:40,8/31/2013 16:58,Customer
34,60,8/31/2013 17:54,8/31/2013 18:13,Customer
66,66,8/31/2013 14:42,8/31/2013 15:01,Customer
59,61,8/31/2013 9:07,8/31/2013 9:25,Customer
58,40,8/31/2013 11:13,8/31/2013 11:32,Customer
30,29,8/31/2013 12:20,8/31/2013 12:39,Customer
40,61,8/31/2013 18:29,8/31/2013 18:48,Customer
62,60,8/31/2013 14:49,8/31/2013 15:08,Customer
29,32,8/31/2013 8:48,8/31/2013 9:07,Customer
59,56,8/31/2013 13:21,8/31/2013 13:40,Customer
61,40,8/31/2013 13:09,8/31/2013 13:28,Subscriber
40,50,8/31/2013 17:50,8/31/2013 18:09,Subscriber
34,47,8/31/2013 18:40,8/31/2013 19:00,Customer
40,61,8/31/2013 18:29,8/31/2013 18:48,Customer
42,50,8/31/2013 11:32,8/31/2013 11:51,Subscriber
42,55,8/31/2013 20:35,8/31/2013 20:54,Subscriber
63,59,8/31/2013 11:39,8/31/2013 11:58,Customer
63,60,8/31/2013 19:15,8/31/2013 19:34,Customer
63,59,8/31/2013 11:39,8/31/2013 11:58,Customer
32,28,8/31/2013 12:13,8/31/2013 12:33,Customer
58,40,8/31/2013 11:12,8/31/2013 11:32,Customer
58,38,8/31/2013 18:54,8/31/2013 19:14,Customer
44,55,8/31/2013 16:31,8/31/2013 16:51,Customer
60,63,8/31/2013 16:29,8/31/2013 16:49,Customer
59,40,8/31/2013 20:16,8/31/2013 20:36,Customer
58,38,8/31/2013 18:53,8/31/2013 19:14,Customer
40,35,8/31/2013 14:10,8/31/2013 14:30,Customer
44,55,8/31/2013 16:31,8/31/2013 16:51,Customer
42,62,8/31/2013 8:04,8/31/2013 8:24,Customer
63,60,8/31/2013 19:13,8/31/2013 19:34,Customer
54,40,8/31/2013 13:10,8/31/2013 13:31,Customer
40,50,8/31/2013 12:29,8/31/2013 12:50,Customer
40,49,8/31/2013 11:15,8/31/2013 11:36,Customer
42,48,8/31/2013 18:05,8/31/2013 18:26,Customer
60,62,8/31/2013 12:26,8/31/2013 12:47,Customer
35,42,8/31/2013 17:41,8/31/2013 18:02,Customer
31,30,8/31/2013 21:00,8/31/2013 21:21,Customer
50,58,8/31/2013 12:43,8/31/2013 13:04,Customer
40,49,8/31/2013 11:15,8/31/2013 11:36,Customer
62,65,8/31/2013 16:44,8/31/2013 17:05,Customer
30,29,8/31/2013 19:04,8/31/2013 19:26,Customer
31,30,8/31/2013 20:59,8/31/2013 21:21,Customer
54,40,8/31/2013 13:10,8/31/2013 13:31,Customer
42,62,8/31/2013 8:03,8/31/2013 8:25,Customer
61,49,8/31/2013 17:12,8/31/2013 17:34,Customer
58,48,8/31/2013 13:26,8/31/2013 13:47,Customer
49,66,8/31/2013 18:25,8/31/2013 18:46,Customer
